State_From,State_To,Day,Num_Units,DataSource,Fmax,Buffer,SurgeCorrection
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0,0.9
Massachusetts,New Jersey,2020-04-15,54,ode,0.15000000000000002,0,0.9
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0,0.9
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0,0.9
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0,0.9
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0,0.9
Connecticut,New Jersey,2020-04-15,12,ode,0.15000000000000002,0,0.9
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0,0.9
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0,1
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0,1
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0,1
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0,1
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0,1
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0,1
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0,1
Massachusetts,New Jersey,2020-04-15,54,ode,0.15000000000000002,0,1
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0,1
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0,1
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0,1
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0,1
Connecticut,New Jersey,2020-04-15,12,ode,0.15000000000000002,0,1
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0,1
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.05,0
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.05,0
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.05,0
Illinois,New York,2020-04-15,172,ode,0.15000000000000002,0.05,0
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.05,0
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.05,0
Tennessee,New York,2020-04-15,123,ode,0.15000000000000002,0.05,0
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.05,0
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.05,0
Florida,New Jersey,2020-04-15,85,ode,0.15000000000000002,0.05,0
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.05,0
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.05,0
Kentucky,New York,2020-04-15,74,ode,0.15000000000000002,0.05,0
Wisconsin,New York,2020-04-15,58,ode,0.15000000000000002,0.05,0
West Virginia,New York,2020-04-15,40,ode,0.15000000000000002,0.05,0
Massachusetts,New York,2020-04-15,23,ode,0.15000000000000002,0.05,0
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.05,0
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.05,0
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.05,0
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.05,0
New York,Rhode Island,2020-04-23,5,ode,0.15000000000000002,0.05,0
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.05,0.5
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.05,0.5
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.05,0.5
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.05,0.5
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.05,0.5
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.05,0.5
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.05,0.5
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.05,0.5
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.05,0.5
Kentucky,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.05,0.5
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.05,0.5
Kentucky,New York,2020-04-15,34,ode,0.15000000000000002,0.05,0.5
Massachusetts,New York,2020-04-15,23,ode,0.15000000000000002,0.05,0.5
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.05,0.5
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.05,0.5
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.05,0.5
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.05,0.5
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.05,0.75
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.05,0.75
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.05,0.75
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.05,0.75
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.05,0.75
Indiana,New York,2020-04-15,93,ode,0.15000000000000002,0.05,0.75
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.05,0.75
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.05,0.75
Kentucky,New Jersey,2020-04-15,74,ode,0.15000000000000002,0.05,0.75
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.05,0.75
Massachusetts,New Jersey,2020-04-15,23,ode,0.15000000000000002,0.05,0.75
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.05,0.75
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.05,0.75
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.05,0.75
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.05,0.75
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.05,0.9
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.05,0.9
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.05,0.9
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.05,0.9
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.05,0.9
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.05,0.9
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.05,0.9
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.05,0.9
Kentucky,New Jersey,2020-04-15,36,ode,0.15000000000000002,0.05,0.9
Massachusetts,New Jersey,2020-04-15,20,ode,0.15000000000000002,0.05,0.9
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.05,0.9
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.05,0.9
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.05,0.9
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.05,0.9
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.05,1
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.05,1
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.05,1
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.05,1
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.05,1
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.05,1
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.05,1
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.05,1
Massachusetts,New Jersey,2020-04-15,20,ode,0.15000000000000002,0.05,1
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.05,1
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.05,1
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.05,1
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.05,1
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.1,0
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.1,0
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.1,0
Illinois,New York,2020-04-15,172,ode,0.15000000000000002,0.1,0
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.1,0
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.1,0
Tennessee,New York,2020-04-15,123,ode,0.15000000000000002,0.1,0
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.1,0
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.1,0
Florida,New Jersey,2020-04-15,98,ode,0.15000000000000002,0.1,0
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.1,0
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.1,0
Kentucky,New York,2020-04-15,74,ode,0.15000000000000002,0.1,0
Wisconsin,New York,2020-04-15,67,ode,0.15000000000000002,0.1,0
West Virginia,New York,2020-04-15,40,ode,0.15000000000000002,0.1,0
Alabama,New York,2020-04-15,24,ode,0.15000000000000002,0.1,0
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.1,0
New Hampshire,New York,2020-04-15,16,ode,0.15000000000000002,0.1,0
Maine,Rhode Island,2020-04-15,9,ode,0.15000000000000002,0.1,0
Maine,New York,2020-04-15,8,ode,0.15000000000000002,0.1,0
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.1,0
New Hampshire,Connecticut,2020-04-15,1,ode,0.15000000000000002,0.1,0
New Jersey,Delaware,2020-04-28,4,ode,0.15000000000000002,0.1,0
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.1,0.5
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.1,0.5
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.1,0.5
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.1,0.5
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.1,0.5
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.1,0.5
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.1,0.5
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.1,0.5
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.1,0.5
Kentucky,New York,2020-04-15,45,ode,0.15000000000000002,0.1,0.5
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.1,0.5
Kentucky,New Jersey,2020-04-15,29,ode,0.15000000000000002,0.1,0.5
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.1,0.5
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.1,0.5
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.1,0.5
Tennessee,New Jersey,2020-04-15,11,ode,0.15000000000000002,0.1,0.5
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.1,0.5
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.1,0.75
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.1,0.75
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.1,0.75
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.1,0.75
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.1,0.75
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.1,0.75
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.1,0.75
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.1,0.75
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.1,0.75
Kentucky,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.1,0.75
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.1,0.75
Kentucky,New York,2020-04-15,34,ode,0.15000000000000002,0.1,0.75
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.1,0.75
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.1,0.75
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.1,0.75
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.1,0.75
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.1,0.9
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.1,0.9
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.1,0.9
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.1,0.9
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.1,0.9
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.1,0.9
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.1,0.9
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.1,0.9
Kentucky,New Jersey,2020-04-15,74,ode,0.15000000000000002,0.1,0.9
Georgia,New Jersey,2020-04-15,51,ode,0.15000000000000002,0.1,0.9
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.1,0.9
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.1,0.9
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.1,0.9
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.1,0.9
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.1,0.9
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.1,1
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.1,1
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.1,1
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.1,1
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.1,1
Indiana,New York,2020-04-15,80,ode,0.15000000000000002,0.1,1
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.1,1
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.1,1
Kentucky,New Jersey,2020-04-15,74,ode,0.15000000000000002,0.1,1
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.1,1
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.1,1
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.1,1
Delaware,New Jersey,2020-04-15,13,ode,0.15000000000000002,0.1,1
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.1,1
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.2,0
Florida,New Jersey,2020-04-15,208,ode,0.15000000000000002,0.2,0
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.2,0
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.2,0
Illinois,New York,2020-04-15,172,ode,0.15000000000000002,0.2,0
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.2,0
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.2,0
Tennessee,New York,2020-04-15,123,ode,0.15000000000000002,0.2,0
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.2,0
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.2,0
South Carolina,New Jersey,2020-04-15,76,ode,0.15000000000000002,0.2,0
Kentucky,New York,2020-04-15,74,ode,0.15000000000000002,0.2,0
Alabama,New York,2020-04-15,71,ode,0.15000000000000002,0.2,0
Wisconsin,New York,2020-04-15,67,ode,0.15000000000000002,0.2,0
West Virginia,New York,2020-04-15,40,ode,0.15000000000000002,0.2,0
Maryland,New Jersey,2020-04-15,33,ode,0.15000000000000002,0.2,0
Maryland,Connecticut,2020-04-15,23,ode,0.15000000000000002,0.2,0
Florida,Rhode Island,2020-04-15,18,ode,0.15000000000000002,0.2,0
Maryland,New York,2020-04-15,18,ode,0.15000000000000002,0.2,0
Maine,Massachusetts,2020-04-15,17,ode,0.15000000000000002,0.2,0
New Hampshire,Massachusetts,2020-04-15,17,ode,0.15000000000000002,0.2,0
Delaware,New Jersey,2020-04-15,7,ode,0.15000000000000002,0.2,0
Vermont,Massachusetts,2020-04-15,7,ode,0.15000000000000002,0.2,0
Maryland,Massachusetts,2020-04-15,1,ode,0.15000000000000002,0.2,0
South Carolina,New Jersey,2020-04-17,4,ode,0.15000000000000002,0.2,0
New Jersey,Delaware,2020-04-30,3,ode,0.15000000000000002,0.2,0
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.2,0.5
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.2,0.5
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.2,0.5
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.2,0.5
Illinois,New York,2020-04-15,142,ode,0.15000000000000002,0.2,0.5
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.2,0.5
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.2,0.5
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.2,0.5
Tennessee,New York,2020-04-15,83,ode,0.15000000000000002,0.2,0.5
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.2,0.5
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.2,0.5
Kentucky,New York,2020-04-15,74,ode,0.15000000000000002,0.2,0.5
Tennessee,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.2,0.5
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.2,0.5
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.2,0.5
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.2,0.5
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.2,0.5
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.2,0.5
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.2,0.75
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.2,0.75
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.2,0.75
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.2,0.75
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.2,0.75
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.2,0.75
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.2,0.75
Tennessee,New York,2020-04-15,83,ode,0.15000000000000002,0.2,0.75
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.2,0.75
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.2,0.75
Kentucky,New York,2020-04-15,74,ode,0.15000000000000002,0.2,0.75
Tennessee,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.2,0.75
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.2,0.75
Illinois,New York,2020-04-15,20,ode,0.15000000000000002,0.2,0.75
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.2,0.75
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.2,0.75
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.2,0.75
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.2,0.75
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.2,0.9
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.2,0.9
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.2,0.9
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.2,0.9
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.2,0.9
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.2,0.9
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.2,0.9
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.2,0.9
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.2,0.9
Kentucky,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.2,0.9
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.2,0.9
Kentucky,New York,2020-04-15,34,ode,0.15000000000000002,0.2,0.9
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.2,0.9
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.2,0.9
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.2,0.9
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.2,0.9
Pennsylvania,New York,2020-04-15,228,ode,0.15000000000000002,0.2,1
Ohio,New York,2020-04-15,208,ode,0.15000000000000002,0.2,1
Georgia,New Jersey,2020-04-15,173,ode,0.15000000000000002,0.2,1
North Carolina,New Jersey,2020-04-15,147,ode,0.15000000000000002,0.2,1
Michigan,New York,2020-04-15,140,ode,0.15000000000000002,0.2,1
Indiana,New York,2020-04-15,115,ode,0.15000000000000002,0.2,1
Virginia,New Jersey,2020-04-15,107,ode,0.15000000000000002,0.2,1
South Carolina,New Jersey,2020-04-15,80,ode,0.15000000000000002,0.2,1
Maryland,New Jersey,2020-04-15,75,ode,0.15000000000000002,0.2,1
Kentucky,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.2,1
West Virginia,New Jersey,2020-04-15,40,ode,0.15000000000000002,0.2,1
Kentucky,New York,2020-04-15,34,ode,0.15000000000000002,0.2,1
Delaware,New Jersey,2020-04-15,17,ode,0.15000000000000002,0.2,1
Maine,New York,2020-04-15,17,ode,0.15000000000000002,0.2,1
New Hampshire,New York,2020-04-15,17,ode,0.15000000000000002,0.2,1
Vermont,New York,2020-04-15,7,ode,0.15000000000000002,0.2,1
Florida,New Jersey,2020-04-15,246,ode,0.09999999999999998,0,0
Pennsylvania,New York,2020-04-15,152,ode,0.09999999999999998,0,0
Ohio,New York,2020-04-15,139,ode,0.09999999999999998,0,0
Georgia,New Jersey,2020-04-15,115,ode,0.09999999999999998,0,0
Illinois,New York,2020-04-15,115,ode,0.09999999999999998,0,0
North Carolina,New Jersey,2020-04-15,98,ode,0.09999999999999998,0,0
Michigan,New York,2020-04-15,94,ode,0.09999999999999998,0,0
Tennessee,New York,2020-04-15,82,ode,0.09999999999999998,0,0
Indiana,New York,2020-04-15,77,ode,0.09999999999999998,0,0
Missouri,New York,2020-04-15,74,ode,0.09999999999999998,0,0
Virginia,New Jersey,2020-04-15,72,ode,0.09999999999999998,0,0
Massachusetts,New York,2020-04-15,55,ode,0.09999999999999998,0,0
South Carolina,New Jersey,2020-04-15,53,ode,0.09999999999999998,0,0
Maryland,New Jersey,2020-04-15,50,ode,0.09999999999999998,0,0
Kentucky,New York,2020-04-15,49,ode,0.09999999999999998,0,0
Wisconsin,New York,2020-04-15,45,ode,0.09999999999999998,0,0
Minnesota,New York,2020-04-15,44,ode,0.09999999999999998,0,0
Mississippi,New York,2020-04-15,39,ode,0.09999999999999998,0,0
Alabama,New Jersey,2020-04-15,34,ode,0.09999999999999998,0,0
Arkansas,New York,2020-04-15,33,ode,0.09999999999999998,0,0
Iowa,New York,2020-04-15,29,ode,0.09999999999999998,0,0
West Virginia,New York,2020-04-15,27,ode,0.09999999999999998,0,0
Alabama,New York,2020-04-15,14,ode,0.09999999999999998,0,0
Louisiana,New York,2020-04-15,14,ode,0.09999999999999998,0,0
Connecticut,New York,2020-04-15,13,ode,0.09999999999999998,0,0
Delaware,New Jersey,2020-04-15,11,ode,0.09999999999999998,0,0
Maine,New York,2020-04-15,11,ode,0.09999999999999998,0,0
New Hampshire,New York,2020-04-15,11,ode,0.09999999999999998,0,0
Vermont,New York,2020-04-15,5,ode,0.09999999999999998,0,0
Rhode Island,New York,2020-04-15,4,ode,0.09999999999999998,0,0
New York,Rhode Island,2020-04-21,2,ode,0.09999999999999998,0,0
New Jersey,Rhode Island,2020-04-22,1,ode,0.09999999999999998,0,0
Connecticut,Rhode Island,2020-04-23,1,ode,0.09999999999999998,0,0
Connecticut,Rhode Island,2020-04-24,1,ode,0.09999999999999998,0,0
Florida,New Jersey,2020-04-15,154,ode,0.09999999999999998,0,0.5
